""	"gene_id"	"gene_name"
"53509"	"ENSMUSG00000070369"	"Itgad"
"53514"	"ENSMUSG00000108531"	"Gm39091"
"53515"	"ENSMUSG00000030785"	"Cox6a2"
"53516"	"ENSMUSG00000108604"	"Gm44850"
"53517"	"ENSMUSG00000062944"	"9130023H24Rik"
"53518"	"ENSMUSG00000042178"	"Armc5"
"53520"	"ENSMUSG00000030782"	"Tgfb1i1"
"53533"	"ENSMUSG00000030781"	"Slc5a2"
"53545"	"ENSMUSG00000030780"	"BC017158"
"53553"	"ENSMUSG00000030844"	"Rgs10"
"53559"	"ENSMUSG00000030846"	"Tial1"
"53573"	"ENSMUSG00000108626"	"Gm40457"
"53574"	"ENSMUSG00000030847"	"Bag3"
"53575"	"ENSMUSG00000108795"	"Gm45121"
"53576"	"ENSMUSG00000042105"	"Inpp5f"
"53585"	"ENSMUSG00000048170"	"Mcmbp"
"53590"	"ENSMUSG00000108648"	"Gm44674"
"53591"	"ENSMUSG00000108720"	"Gm44672"
"53592"	"ENSMUSG00000055319"	"Sec23ip"
"53596"	"ENSMUSG00000108600"	"Gm32884"
"53597"	"ENSMUSG00000070366"	"Plpp4"
"53602"	"ENSMUSG00000108713"	"Gm33027"
"53603"	"ENSMUSG00000042055"	"Wdr11"
"53612"	"ENSMUSG00000108580"	"Gm39094"
"53614"	"ENSMUSG00000108576"	"Gm44778"
"53615"	"ENSMUSG00000108504"	"Gm4265"
"53616"	"ENSMUSG00000030849"	"Fgfr2"
"53643"	"ENSMUSG00000030850"	"Ate1"
"53651"	"ENSMUSG00000109016"	"Gm44647"
"53652"	"ENSMUSG00000040331"	"Nsmce4a"
"53659"	"ENSMUSG00000030852"	"Tacc2"
"53677"	"ENSMUSG00000050189"	"Etos1"
"53678"	"ENSMUSG00000040298"	"Btbd16"
"53682"	"ENSMUSG00000086108"	"Gm5602"
"53683"	"ENSMUSG00000040268"	"Plekha1"
"53695"	"ENSMUSG00000006205"	"Htra1"
"53700"	"ENSMUSG00000047517"	"Dmbt1"
"53706"	"ENSMUSG00000013668"	"4933402N03Rik"
"53707"	"ENSMUSG00000100759"	"1700029B22Rik"
"53710"	"ENSMUSG00000006204"	"5430419D17Rik"
"53713"	"ENSMUSG00000040205"	"Cuzd1"
"53714"	"ENSMUSG00000030858"	"Fam24b"
"53716"	"ENSMUSG00000030859"	"Fam24a"
"53719"	"ENSMUSG00000040177"	"2310057M21Rik"
"53725"	"ENSMUSG00000063179"	"Pstk"
"53736"	"ENSMUSG00000108883"	"Gm44623"
"53737"	"ENSMUSG00000040167"	"Ikzf5"
"53744"	"ENSMUSG00000030861"	"Acadsb"
"53751"	"ENSMUSG00000040148"	"Hmx3"
"53752"	"ENSMUSG00000050100"	"Hmx2"
"53754"	"ENSMUSG00000066979"	"Bub3"
"53761"	"ENSMUSG00000109014"	"Gm44546"
"53762"	"ENSMUSG00000040125"	"Gpr26"
"53763"	"ENSMUSG00000030862"	"Cpxm2"
"53768"	"ENSMUSG00000086814"	"Gm15677"
"53769"	"ENSMUSG00000030930"	"Chst15"
"53773"	"ENSMUSG00000109270"	"Gm10584"
"53774"	"ENSMUSG00000109550"	"Gm44892"
"53775"	"ENSMUSG00000109137"	"Gm34908"
"53776"	"ENSMUSG00000108870"	"Gm44893"
"53777"	"ENSMUSG00000108849"	"Gm35147"
"53778"	"ENSMUSG00000030934"	"Oat"
"53780"	"ENSMUSG00000048528"	"Nkx1-2"
"53781"	"ENSMUSG00000087657"	"Gm16764"
"53784"	"ENSMUSG00000030946"	"Lhpp"
"53791"	"ENSMUSG00000087348"	"Gm15582"
"53792"	"ENSMUSG00000030956"	"Fam53b"
"53803"	"ENSMUSG00000030960"	"Eef1akmt2"
"53809"	"ENSMUSG00000030965"	"Abraxas2"
"53817"	"ENSMUSG00000109842"	"Gm45502"
"53818"	"ENSMUSG00000030967"	"Zranb1"
"53823"	"ENSMUSG00000085663"	"Gm15718"
"53824"	"ENSMUSG00000030970"	"Ctbp2"
"53844"	"ENSMUSG00000109816"	"4930483O08Rik"
"53845"	"ENSMUSG00000109619"	"Gm45672"
"53846"	"ENSMUSG00000030976"	"Tex36"
"53847"	"ENSMUSG00000110026"	"Gm35625"
"53849"	"ENSMUSG00000109917"	"Gm45671"
"53850"	"ENSMUSG00000101546"	"Gm28747"
"53851"	"ENSMUSG00000039990"	"Edrf1"
"53858"	"ENSMUSG00000030981"	"Mmp21"
"53861"	"ENSMUSG00000030979"	"Uros"
"53871"	"ENSMUSG00000030983"	"Bccip"
"53876"	"ENSMUSG00000030986"	"Dhx32"
"53886"	"ENSMUSG00000109635"	"Gm45670"
"53887"	"ENSMUSG00000053111"	"Fank1"
"53892"	"ENSMUSG00000054555"	"Adam12"
"53899"	"ENSMUSG00000030994"	"D7Ertd443e"
"53907"	"ENSMUSG00000108569"	"Gm4593"
"53909"	"ENSMUSG00000058325"	"Dock1"
"53915"	"ENSMUSG00000073805"	"Fam196a"
"53918"	"ENSMUSG00000100717"	"1700120G07Rik"
"53920"	"ENSMUSG00000073804"	"Nps"
"53923"	"ENSMUSG00000109891"	"Gm45339"
"53924"	"ENSMUSG00000048377"	"Foxi2"
"53925"	"ENSMUSG00000109598"	"Gm36356"
"53926"	"ENSMUSG00000050866"	"Clrn3"
"53927"	"ENSMUSG00000041836"	"Ptpre"
"53935"	"ENSMUSG00000097471"	"5830432E09Rik"
"53938"	"ENSMUSG00000031004"	"Mki67"
"53940"	"ENSMUSG00000109831"	"Gm36431"
"53942"	"ENSMUSG00000110078"	"Gm45241"
"53943"	"ENSMUSG00000109898"	"6330420H09Rik"
"53944"	"ENSMUSG00000110396"	"Gm36737"
"53945"	"ENSMUSG00000110027"	"C030029H02Rik"
"53948"	"ENSMUSG00000109633"	"C230079O03Rik"
"53949"	"ENSMUSG00000109981"	"Gm36849"
"53950"	"ENSMUSG00000110101"	"Gm6249"
"53951"	"ENSMUSG00000054612"	"Mgmt"
"53952"	"ENSMUSG00000010476"	"Ebf3"
"53960"	"ENSMUSG00000109847"	"Gm45278"
"53961"	"ENSMUSG00000109722"	"Gm10578"
"53963"	"ENSMUSG00000040139"	"9430038I01Rik"
"53968"	"ENSMUSG00000031068"	"Glrx3"
"53973"	"ENSMUSG00000109973"	"Gm45397"
"53974"	"ENSMUSG00000110090"	"Gm45682"
"53975"	"ENSMUSG00000091002"	"Tcerg1l"
"53978"	"ENSMUSG00000110354"	"Gm45686"
"53980"	"ENSMUSG00000110037"	"4930543N07Rik"
"53982"	"ENSMUSG00000109802"	"Gm30808"
"53983"	"ENSMUSG00000041775"	"Mapk1ip1"
"53986"	"ENSMUSG00000041769"	"Ppp2r2d"
"53995"	"ENSMUSG00000078566"	"Bnip3"
"54000"	"ENSMUSG00000109881"	"Gm45507"
"54001"	"ENSMUSG00000056856"	"Jakmip3"
"54005"	"ENSMUSG00000109855"	"Gm45613"
"54006"	"ENSMUSG00000025478"	"Dpysl4"
"54012"	"ENSMUSG00000015981"	"Stk32c"
"54014"	"ENSMUSG00000015980"	"Lrrc27"
"54023"	"ENSMUSG00000060260"	"Pwwp2b"
"54026"	"ENSMUSG00000110115"	"Gm32486"
"54027"	"ENSMUSG00000025477"	"Inpp5a"
"54034"	"ENSMUSG00000041309"	"Nkx6-2"
"54036"	"ENSMUSG00000049571"	"Cfap46"
"54045"	"ENSMUSG00000025475"	"Adgra1"
"54048"	"ENSMUSG00000066129"	"Kndc1"
"54053"	"ENSMUSG00000047751"	"Utf1"
"54054"	"ENSMUSG00000085354"	"Gm2044"
"54055"	"ENSMUSG00000073795"	"6430531B16Rik"
"54060"	"ENSMUSG00000025473"	"Adam8"
"54068"	"ENSMUSG00000025474"	"Tubgcp2"
"54075"	"ENSMUSG00000025470"	"Zfp511"
"54081"	"ENSMUSG00000025469"	"Msx3"
"54083"	"ENSMUSG00000025468"	"Caly"
"54088"	"ENSMUSG00000025467"	"Prap1"
"54089"	"ENSMUSG00000025466"	"Fuom"
"54103"	"ENSMUSG00000025465"	"Echs1"
"54109"	"ENSMUSG00000025464"	"Paox"
"54114"	"ENSMUSG00000039018"	"Mtg1"
"54121"	"ENSMUSG00000045733"	"Sprn"
"54123"	"ENSMUSG00000051180"	"Olfr522"
"54124"	"ENSMUSG00000051051"	"Olfr523"
"54130"	"ENSMUSG00000050366"	"Olfr524"
"54132"	"ENSMUSG00000025461"	"Cd163l1"
"54139"	"ENSMUSG00000054672"	"5830411N06Rik"
"54144"	"ENSMUSG00000061489"	"Olfr525"
"54147"	"ENSMUSG00000062782"	"Olfr527"
"54150"	"ENSMUSG00000060112"	"Olfr60"
"54155"	"ENSMUSG00000060974"	"Olfr530"
"54157"	"ENSMUSG00000062712"	"Olfr531"
"54161"	"ENSMUSG00000063823"	"Olfr532"
"54164"	"ENSMUSG00000056883"	"Olfr533"
"54170"	"ENSMUSG00000063230"	"Olfr535"
"54178"	"ENSMUSG00000052508"	"Olfr536"
"54183"	"ENSMUSG00000095901"	"Olfr538"
"54185"	"ENSMUSG00000093942"	"Olfr46"
"54188"	"ENSMUSG00000096069"	"Olfr61"
"54192"	"ENSMUSG00000094819"	"Olfr53"
"54195"	"ENSMUSG00000059136"	"Olfr539"
"54199"	"ENSMUSG00000066122"	"Olfr45"
"54201"	"ENSMUSG00000057997"	"Olfr541"
"54204"	"ENSMUSG00000025479"	"Cyp2e1"
"54208"	"ENSMUSG00000025480"	"Syce1"
"54210"	"ENSMUSG00000060314"	"Zfp941"
"54213"	"ENSMUSG00000110136"	"Gm45785"
"54214"	"ENSMUSG00000025481"	"Urah"
"54221"	"ENSMUSG00000099590"	"C330022C24Rik"
"54222"	"ENSMUSG00000038801"	"Scgb1c1"
"54223"	"ENSMUSG00000025482"	"Odf3"
"54226"	"ENSMUSG00000025484"	"Bet1l"
"54235"	"ENSMUSG00000025485"	"Ric8a"
"54246"	"ENSMUSG00000025486"	"Sirt3"
"54256"	"ENSMUSG00000025487"	"Psmd13"
"54267"	"ENSMUSG00000025488"	"Cox8b"
"54268"	"ENSMUSG00000038745"	"Nlrp6"
"54272"	"ENSMUSG00000062031"	"Pgghg"
"54278"	"ENSMUSG00000025489"	"Ifitm5"
"54279"	"ENSMUSG00000110104"	"Gm45717"
"54280"	"ENSMUSG00000060591"	"Ifitm2"
"54281"	"ENSMUSG00000025491"	"Ifitm1"
"54284"	"ENSMUSG00000025492"	"Ifitm3"
"54285"	"ENSMUSG00000059108"	"Ifitm6"
"54288"	"ENSMUSG00000091441"	"Gm17387"
"54289"	"ENSMUSG00000055629"	"B4galnt4"
"54294"	"ENSMUSG00000054065"	"Pkp3"
"54303"	"ENSMUSG00000025494"	"Sigirr"
"54311"	"ENSMUSG00000054662"	"Ano9"
"54317"	"ENSMUSG00000025495"	"Ptdss2"
"54328"	"ENSMUSG00000038650"	"Rnh1"
"54333"	"ENSMUSG00000025499"	"Hras"
"54340"	"ENSMUSG00000038637"	"Lrrc56"
"54347"	"ENSMUSG00000025500"	"Lmntd2"
"54349"	"ENSMUSG00000038618"	"Rassf7"
"54359"	"ENSMUSG00000038611"	"Phrf1"
"54369"	"ENSMUSG00000025498"	"Irf7"
"54382"	"ENSMUSG00000025497"	"Cdhr5"
"54387"	"ENSMUSG00000038580"	"Sct"
"54391"	"ENSMUSG00000025496"	"Drd4"
"54393"	"ENSMUSG00000058886"	"Deaf1"
"54402"	"ENSMUSG00000025505"	"Tmem80"
"54411"	"ENSMUSG00000025504"	"Eps8l2"
"54423"	"ENSMUSG00000025503"	"Taldo1"
"54428"	"ENSMUSG00000051007"	"Gatd1"
"54435"	"ENSMUSG00000060240"	"Cend1"
"54439"	"ENSMUSG00000019082"	"Slc25a22"
"54464"	"ENSMUSG00000025507"	"Pidd1"
"54476"	"ENSMUSG00000025508"	"Rplp2"
"54482"	"ENSMUSG00000025509"	"Pnpla2"
"54489"	"ENSMUSG00000048200"	"Cracr2b"
"54498"	"ENSMUSG00000025510"	"Cd151"
"54508"	"ENSMUSG00000038489"	"Polr2l"
"54509"	"ENSMUSG00000025511"	"Tspan4"
"54515"	"ENSMUSG00000025512"	"Chid1"
"54525"	"ENSMUSG00000002957"	"Ap2a2"
"54528"	"ENSMUSG00000097170"	"Gm16982"
"54529"	"ENSMUSG00000048191"	"Muc6"
"54532"	"ENSMUSG00000025515"	"Muc2"
"54540"	"ENSMUSG00000037974"	"Muc5ac"
"54543"	"ENSMUSG00000066108"	"Muc5b"
"54544"	"ENSMUSG00000025139"	"Tollip"
"54549"	"ENSMUSG00000053046"	"Brsk2"
"54566"	"ENSMUSG00000025147"	"Mob2"
"54574"	"ENSMUSG00000037887"	"Dusp8"
"54576"	"ENSMUSG00000109859"	"Gm45618"
"54577"	"ENSMUSG00000110091"	"Gm39115"
"54578"	"ENSMUSG00000110061"	"Gm45337"
"54579"	"ENSMUSG00000109655"	"Gm29735"
"54580"	"ENSMUSG00000090471"	"Gm4553"
"54582"	"ENSMUSG00000054759"	"Krtap5-2"
"54584"	"ENSMUSG00000066101"	"Gm10153"
"54586"	"ENSMUSG00000046248"	"Krtap5-3"
"54588"	"ENSMUSG00000073786"	"Gm7579"
"54589"	"ENSMUSG00000073785"	"Krtap5-5"
"54590"	"ENSMUSG00000110324"	"Gm40460"
"54591"	"ENSMUSG00000090455"	"Gm2431"
"54592"	"ENSMUSG00000056885"	"Gm4559"
"54593"	"ENSMUSG00000109936"	"Gm45889"
"54595"	"ENSMUSG00000066100"	"Krtap5-1"
"54597"	"ENSMUSG00000045236"	"Krtap5-4"
"54598"	"ENSMUSG00000045777"	"Ifitm10"
"54604"	"ENSMUSG00000110040"	"Gm49369"
"54606"	"ENSMUSG00000007891"	"Ctsd"
"54609"	"ENSMUSG00000031098"	"Syt8"
"54620"	"ENSMUSG00000031097"	"Tnni2"
"54628"	"ENSMUSG00000018819"	"Lsp1"
"54640"	"ENSMUSG00000043795"	"Prr33"
"54642"	"ENSMUSG00000061723"	"Tnnt3"
"54669"	"ENSMUSG00000037772"	"Mrpl23"
"54676"	"ENSMUSG00000000031"	"H19"
"54683"	"ENSMUSG00000110125"	"Gm33148"
"54684"	"ENSMUSG00000048583"	"Igf2"
"54693"	"ENSMUSG00000115302"	"Gm49394"
"54694"	"ENSMUSG00000086266"	"Igf2os"
"54697"	"ENSMUSG00000000215"	"Ins2"
"54706"	"ENSMUSG00000073781"	"Gm6471"
"54708"	"ENSMUSG00000108952"	"Gm39117"
"54709"	"ENSMUSG00000000214"	"Th"
"54715"	"ENSMUSG00000009248"	"Ascl2"
"54717"	"ENSMUSG00000052281"	"Tspan32os"
"54719"	"ENSMUSG00000000244"	"Tspan32"
"54731"	"ENSMUSG00000037706"	"Cd81"
"54737"	"ENSMUSG00000009246"	"Trpm5"
"54745"	"ENSMUSG00000045752"	"Tssc4"
"54753"	"ENSMUSG00000009545"	"Kcnq1"
"54760"	"ENSMUSG00000101062"	"Gm28821"
"54761"	"ENSMUSG00000101609"	"Kcnq1ot1"
"54762"	"ENSMUSG00000101360"	"4933417O13Rik"
"54764"	"ENSMUSG00000037664"	"Cdkn1c"
"54769"	"ENSMUSG00000108934"	"Gm44732"
"54770"	"ENSMUSG00000000154"	"Slc22a18"
"54775"	"ENSMUSG00000010760"	"Phlda2"
"54778"	"ENSMUSG00000059119"	"Nap1l4"
"54787"	"ENSMUSG00000010755"	"Cars"
"54798"	"ENSMUSG00000086828"	"Gm15579"
"54799"	"ENSMUSG00000045362"	"Tnfrsf26"
"54801"	"ENSMUSG00000109251"	"E230032D23Rik"
"54804"	"ENSMUSG00000010751"	"Tnfrsf22"
"54808"	"ENSMUSG00000037613"	"Tnfrsf23"
"54812"	"ENSMUSG00000037606"	"Osbpl5"
"54819"	"ENSMUSG00000050276"	"Mrgprg"
"54821"	"ENSMUSG00000048965"	"Mrgpre"
"54822"	"ENSMUSG00000031090"	"Nadsyn1"
"54830"	"ENSMUSG00000058454"	"Dhcr7"
"54843"	"ENSMUSG00000031085"	"Gm498"
"54856"	"ENSMUSG00000037541"	"Shank2"
"54862"	"ENSMUSG00000085745"	"Gm14372"
"54863"	"ENSMUSG00000031078"	"Cttn"
"54870"	"ENSMUSG00000037519"	"Ppfia1"
"54881"	"ENSMUSG00000073778"	"Faddos"
"54882"	"ENSMUSG00000031077"	"Fadd"
"54883"	"ENSMUSG00000031075"	"Ano1"
"54893"	"ENSMUSG00000108851"	"Gm44930"
"54895"	"ENSMUSG00000109009"	"Gm44929"
"54897"	"ENSMUSG00000109442"	"Gm34964"
"54898"	"ENSMUSG00000031074"	"Fgf3"
"54900"	"ENSMUSG00000050917"	"Fgf4"
"54902"	"ENSMUSG00000096999"	"Gm26793"
"54903"	"ENSMUSG00000031073"	"Fgf15"
"54908"	"ENSMUSG00000108977"	"Gm39119"
"54909"	"ENSMUSG00000115783"	"Bc1"
"54910"	"ENSMUSG00000031072"	"Oraov1"
"54918"	"ENSMUSG00000070348"	"Ccnd1"
"54921"	"ENSMUSG00000108967"	"Gm45181"
"54922"	"ENSMUSG00000048677"	"Tpcn2"
"54930"	"ENSMUSG00000109305"	"1810010D01Rik"
"54934"	"ENSMUSG00000031070"	"Mrgprf"
"54936"	"ENSMUSG00000051207"	"Mrgprd"
"54937"	"ENSMUSG00000071434"	"9230019H11Rik"
"54938"	"ENSMUSG00000110909"	"B020014A21Rik"
"54939"	"ENSMUSG00000091618"	"H60c"
"54942"	"ENSMUSG00000097541"	"Gm26752"
"54943"	"ENSMUSG00000040653"	"Ppp1r14c"
"54945"	"ENSMUSG00000019762"	"Iyd"
"54947"	"ENSMUSG00000040624"	"Plekhg1"
"54955"	"ENSMUSG00000040675"	"Mthfd1l"
"54959"	"ENSMUSG00000111266"	"Gm30570"
"54960"	"ENSMUSG00000038587"	"Akap12"
"54963"	"ENSMUSG00000075327"	"Zbtb2"
"54966"	"ENSMUSG00000095123"	"Gm21781"
"54967"	"ENSMUSG00000019763"	"Rmnd1"
"54976"	"ENSMUSG00000061759"	"Armt1"
"54983"	"ENSMUSG00000019767"	"Ccdc170"
"54987"	"ENSMUSG00000019768"	"Esr1"
"54997"	"ENSMUSG00000096054"	"Syne1"
"55006"	"ENSMUSG00000096553"	"Gm10097"
"55007"	"ENSMUSG00000046916"	"Myct1"
"55008"	"ENSMUSG00000019772"	"Vip"
"55010"	"ENSMUSG00000019773"	"Fbxo5"
"55012"	"ENSMUSG00000019774"	"Mtrf1l"
"55015"	"ENSMUSG00000019775"	"Rgs17"
"55019"	"ENSMUSG00000078488"	"Gm10945"
"55020"	"ENSMUSG00000000766"	"Oprm1"
"55051"	"ENSMUSG00000064065"	"Ipcef1"
"55060"	"ENSMUSG00000015202"	"Cnksr3"
"55062"	"ENSMUSG00000079685"	"Ulbp1"
"55067"	"ENSMUSG00000019796"	"Lrp11"
"55072"	"ENSMUSG00000019795"	"Pcmt1"
"55082"	"ENSMUSG00000040034"	"Nup43"
"55086"	"ENSMUSG00000040021"	"Lats1"
"55089"	"ENSMUSG00000019794"	"Katna1"
"55095"	"ENSMUSG00000040006"	"Ginm1"
"55101"	"ENSMUSG00000085211"	"B430219N15Rik"
"55103"	"ENSMUSG00000015757"	"Ppil4"
"55107"	"ENSMUSG00000039981"	"Zc3h12d"
"55108"	"ENSMUSG00000015755"	"Tab2"
"55113"	"ENSMUSG00000112360"	"Gm48614"
"55114"	"ENSMUSG00000112109"	"Gm30906"
"55115"	"ENSMUSG00000047712"	"Ust"
"55117"	"ENSMUSG00000111215"	"Gm48654"
"55118"	"ENSMUSG00000015305"	"Sash1"
"55122"	"ENSMUSG00000097597"	"Gm26674"
"55123"	"ENSMUSG00000111731"	"Gm48727"
"55124"	"ENSMUSG00000111674"	"Gm48728"
"55125"	"ENSMUSG00000112019"	"Gm48748"
"55126"	"ENSMUSG00000111627"	"Gm48749"
"55127"	"ENSMUSG00000112700"	"Gm48757"
"55128"	"ENSMUSG00000112303"	"Gm48759"
"55129"	"ENSMUSG00000060487"	"Samd5"
"55131"	"ENSMUSG00000019790"	"Stxbp5"
"55143"	"ENSMUSG00000112146"	"Gm46210"
"55144"	"ENSMUSG00000101621"	"Gm28905"
"55146"	"ENSMUSG00000112074"	"Gm48278"
"55147"	"ENSMUSG00000112713"	"Gm48281"
"55148"	"ENSMUSG00000112060"	"Gm48279"
"55149"	"ENSMUSG00000112219"	"Gm31904"
"55150"	"ENSMUSG00000112573"	"Gm48324"
"55151"	"ENSMUSG00000050994"	"Adgb"
"55157"	"ENSMUSG00000019832"	"Rab32"
"55159"	"ENSMUSG00000078481"	"Gm10944"
"55160"	"ENSMUSG00000019828"	"Grm1"
"55166"	"ENSMUSG00000112730"	"4930567K20Rik"
"55170"	"ENSMUSG00000090112"	"Shprh"
"55178"	"ENSMUSG00000090070"	"Gm16577"
"55179"	"ENSMUSG00000047648"	"Fbxo30"
"55181"	"ENSMUSG00000055493"	"Epm2a"
"55183"	"ENSMUSG00000112151"	"Gm48680"
"55184"	"ENSMUSG00000111995"	"Gm48697"
"55185"	"ENSMUSG00000112747"	"Gm48721"
"55186"	"ENSMUSG00000112775"	"Gm48722"
"55187"	"ENSMUSG00000112156"	"Gm48723"
"55188"	"ENSMUSG00000112131"	"Gm48724"
"55189"	"ENSMUSG00000019820"	"Utrn"
"55202"	"ENSMUSG00000097378"	"B230208H11Rik"
"55204"	"ENSMUSG00000039232"	"Stx11"
"55208"	"ENSMUSG00000078348"	"Sf3b5"
"55209"	"ENSMUSG00000112498"	"Gm47691"
"55210"	"ENSMUSG00000019817"	"Plagl1"
"55235"	"ENSMUSG00000019815"	"Zc2hc1b"
"55237"	"ENSMUSG00000019814"	"Ltv1"
"55239"	"ENSMUSG00000062866"	"Phactr2"
"55244"	"ENSMUSG00000019810"	"Fuca2"
"55250"	"ENSMUSG00000019809"	"Pex3"
"55257"	"ENSMUSG00000019808"	"Adat2"
"55258"	"ENSMUSG00000112055"	"Gm48773"
"55259"	"ENSMUSG00000019806"	"Aig1"
"55266"	"ENSMUSG00000112172"	"Gm32172"
"55267"	"ENSMUSG00000112102"	"Gm32105"
"55268"	"ENSMUSG00000015501"	"Hivep2"
"55274"	"ENSMUSG00000097300"	"Gm26835"
"55275"	"ENSMUSG00000101014"	"Gm28289"
"55276"	"ENSMUSG00000112266"	"Gm48843"
"55277"	"ENSMUSG00000112284"	"Gm48845"
"55278"	"ENSMUSG00000112238"	"Gm48844"
"55279"	"ENSMUSG00000112679"	"Gm40603"
"55281"	"ENSMUSG00000112225"	"Gm48854"
"55282"	"ENSMUSG00000039116"	"Adgrg6"
"55286"	"ENSMUSG00000111888"	"Gm46212"
"55287"	"ENSMUSG00000019868"	"Vta1"
"55293"	"ENSMUSG00000085572"	"Gm16234"
"55294"	"ENSMUSG00000019865"	"Nmbr"
"55302"	"ENSMUSG00000019867"	"Gje1"
"55303"	"ENSMUSG00000096963"	"B230364G03Rik"
"55304"	"ENSMUSG00000112113"	"Gm47698"
"55305"	"ENSMUSG00000112928"	"Gm47710"
"55307"	"ENSMUSG00000112089"	"Gm47712"
"55308"	"ENSMUSG00000112800"	"Gm40604"
"55310"	"ENSMUSG00000111963"	"Gm32283"
"55311"	"ENSMUSG00000112227"	"C330004P14Rik"
"55312"	"ENSMUSG00000112929"	"Gm47729"
"55313"	"ENSMUSG00000111922"	"Gm47760"
"55314"	"ENSMUSG00000112478"	"Gm47761"
"55316"	"ENSMUSG00000112587"	"Gm47769"
"55317"	"ENSMUSG00000111927"	"Gm47770"
"55318"	"ENSMUSG00000112629"	"Gm47771"
"55319"	"ENSMUSG00000039910"	"Cited2"
"55322"	"ENSMUSG00000093672"	"Gm20655"
"55324"	"ENSMUSG00000039891"	"Txlnb"
"55326"	"ENSMUSG00000039879"	"Heca"
"55330"	"ENSMUSG00000078453"	"Abracl"
"55335"	"ENSMUSG00000019854"	"Reps1"
"55347"	"ENSMUSG00000071392"	"Ect2l"
"55354"	"ENSMUSG00000059554"	"Ccdc28a"
"55360"	"ENSMUSG00000096977"	"Gm10827"
"55362"	"ENSMUSG00000039835"	"Nhsl1"
"55371"	"ENSMUSG00000019853"	"Hebp2"
"55374"	"ENSMUSG00000019852"	"Arfgef3"
"55376"	"ENSMUSG00000111474"	"Gm32926"
"55378"	"ENSMUSG00000044624"	"Gm4922"
"55380"	"ENSMUSG00000110737"	"4930444F02Rik"
"55381"	"ENSMUSG00000019851"	"Perp"
"55382"	"ENSMUSG00000111318"	"Gm48483"
"55383"	"ENSMUSG00000019850"	"Tnfaip3"
"55389"	"ENSMUSG00000110938"	"1700124M09Rik"
"55390"	"ENSMUSG00000111821"	"Gm48545"
"55391"	"ENSMUSG00000111052"	"Gm20139"
"55394"	"ENSMUSG00000110917"	"Gm33056"
"55395"	"ENSMUSG00000045591"	"Olig3"
"55396"	"ENSMUSG00000110902"	"Gm33104"
"55398"	"ENSMUSG00000020009"	"Ifngr1"
"55404"	"ENSMUSG00000039760"	"Il22ra2"
"55405"	"ENSMUSG00000042940"	"9230106D20Rik"
"55407"	"ENSMUSG00000020007"	"Il20ra"
"55409"	"ENSMUSG00000110958"	"AC153891.1"
"55410"	"ENSMUSG00000050473"	"Slc35d3"
"55411"	"ENSMUSG00000020003"	"Pex7"
"55415"	"ENSMUSG00000071369"	"Map3k5"
"55421"	"ENSMUSG00000019996"	"Map7"
"55434"	"ENSMUSG00000110754"	"4930405J17Rik"
"55435"	"ENSMUSG00000111447"	"Gm48249"
"55438"	"ENSMUSG00000069713"	"4933406P04Rik"
"55439"	"ENSMUSG00000037608"	"Bclaf1"
"55451"	"ENSMUSG00000019992"	"Mtfr2"
"55454"	"ENSMUSG00000019990"	"Pde7b"
"55462"	"ENSMUSG00000111091"	"Gm48651"
"55463"	"ENSMUSG00000019986"	"Ahi1"
"55470"	"ENSMUSG00000111227"	"Gm20149"
"55471"	"ENSMUSG00000111102"	"Gm48189"
"55472"	"ENSMUSG00000019982"	"Myb"
"55478"	"ENSMUSG00000097923"	"Gm26577"
"55479"	"ENSMUSG00000110967"	"Gm40608"
"55480"	"ENSMUSG00000111005"	"Gm33619"
"55482"	"ENSMUSG00000111200"	"Gm33728"
"55483"	"ENSMUSG00000019977"	"Hbs1l"
"55493"	"ENSMUSG00000112654"	"4930455C13Rik"
"55494"	"ENSMUSG00000037542"	"Aldh8a1"
"55497"	"ENSMUSG00000037535"	"1700021A07Rik"
"55500"	"ENSMUSG00000050844"	"1700020N01Rik"
"55502"	"ENSMUSG00000056716"	"Gm5420"
"55504"	"ENSMUSG00000099749"	"Gm29323"
"55505"	"ENSMUSG00000097107"	"Platr6"
"55506"	"ENSMUSG00000019970"	"Sgk1"
"55519"	"ENSMUSG00000069712"	"4930444G20Rik"
"55520"	"ENSMUSG00000097327"	"E030030I06Rik"
"55526"	"ENSMUSG00000053219"	"Raet1e"
"55530"	"ENSMUSG00000075297"	"H60b"
"55532"	"ENSMUSG00000097705"	"Gm26740"
"55534"	"ENSMUSG00000097108"	"Gm26581"
"55535"	"ENSMUSG00000078452"	"Raet1d"
"55537"	"ENSMUSG00000096937"	"Gm10825"
"55538"	"ENSMUSG00000037490"	"Slc2a12"
"55540"	"ENSMUSG00000071359"	"Tbpl1"
"55544"	"ENSMUSG00000112397"	"Gm10824"
"55545"	"ENSMUSG00000045680"	"Tcf21"
"55547"	"ENSMUSG00000010461"	"Eya4"
"55555"	"ENSMUSG00000111894"	"Gm47843"
"55556"	"ENSMUSG00000112868"	"4930520K02Rik"
"55558"	"ENSMUSG00000061983"	"Rps12"
"55567"	"ENSMUSG00000037455"	"Slc18b1"
"55573"	"ENSMUSG00000020010"	"Vnn3"
"55574"	"ENSMUSG00000037440"	"Vnn1"
"55576"	"ENSMUSG00000056379"	"Taar1"
"55577"	"ENSMUSG00000059763"	"Taar2"
