ID	Label	PrefLabel	Entity Type	TYPE	Property Assertions	Synonyms	Function	cell_set_preferred_alias	original_label	cell_set_label	cell_set_aligned_alias	cell_set_additional_aliases	cell_set_alias_assignee	cell_set_alias_citation	Metadata
AllenDend:CS201908210_25	MTG 025 - CS201908210_25	Inh L2-3 VIP CASC6 - CS201908210_25	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS201908210_103	Inh L2-3 VIP CASC6		Inh L2-3 VIP CASC6	Inh L2-3 VIP CASC6	MTG 025			Trygve Bakken	10.1038/s41586-019-1506-7	"{""label"": ""Inh L2-3 VIP CASC6"", ""members"": 1, ""height"": 0, ""leaf"": true, ""nodePar.pch"": 19, ""nodePar.cex"": 2, ""nodePar.lab.cex"": 0.25, ""nodePar.lab.col"": ""#992E81"", ""nodePar.col"": ""#992E81"", ""cell_set_accession"": ""CS201908210_25"", ""original_label"": ""Inh L2-3 VIP CASC6"", ""cell_set_label"": ""MTG 025"", ""cell_set_preferred_alias"": ""Inh L2-3 VIP CASC6"", ""cell_set_aligned_alias"": """", ""cell_set_additional_aliases"": """", ""cell_set_structure"": ""middle temporal gyrus"", ""cell_set_ontology_tag"": ""UBERON:0002771"", ""cell_set_alias_assignee"": ""Trygve Bakken"", ""cell_set_alias_citation"": ""10.1038/s41586-019-1506-7"", ""taxonomy_id"": ""CCN201908210"", ""_row"": ""Inh L2-3 VIP CASC6"", ""is_leaf"": true}"
AllenDend:CS201908210_104	MTG 026-027 - CS201908210_104	 - CS201908210_104	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS201908210_102	n29			n29	MTG 026-027			Trygve Bakken	10.1038/s41586-019-1506-7	"{""members"": 2, ""midpoint"": 0.5, ""height"": 0.0915, ""label"": """", ""cell_set_accession"": ""CS201908210_104"", ""original_label"": ""n29"", ""cell_set_label"": ""MTG 026-027"", ""cell_set_preferred_alias"": """", ""cell_set_aligned_alias"": """", ""cell_set_additional_aliases"": """", ""cell_set_structure"": ""middle temporal gyrus"", ""cell_set_ontology_tag"": ""UBERON:0002771"", ""cell_set_alias_assignee"": ""Trygve Bakken"", ""cell_set_alias_citation"": ""10.1038/s41586-019-1506-7"", ""taxonomy_id"": ""CCN201908210"", ""_row"": ""n29""}"
AllenDend:CS201908210_26	MTG 026 - CS201908210_26	Inh L2-4 VIP SPAG17 - CS201908210_26	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS201908210_104	Inh L2-4 VIP SPAG17		Inh L2-4 VIP SPAG17	Inh L2-4 VIP SPAG17	MTG 026			Trygve Bakken	10.1038/s41586-019-1506-7	"{""label"": ""Inh L2-4 VIP SPAG17"", ""members"": 1, ""height"": 0, ""leaf"": true, ""nodePar.pch"": 19, ""nodePar.cex"": 2, ""nodePar.lab.cex"": 0.25, ""nodePar.lab.col"": ""#A711C1"", ""nodePar.col"": ""#A711C1"", ""cell_set_accession"": ""CS201908210_26"", ""original_label"": ""Inh L2-4 VIP SPAG17"", ""cell_set_label"": ""MTG 026"", ""cell_set_preferred_alias"": ""Inh L2-4 VIP SPAG17"", ""cell_set_aligned_alias"": """", ""cell_set_additional_aliases"": """", ""cell_set_structure"": ""middle temporal gyrus"", ""cell_set_ontology_tag"": ""UBERON:0002771"", ""cell_set_alias_assignee"": ""Trygve Bakken"", ""cell_set_alias_citation"": ""10.1038/s41586-019-1506-7"", ""taxonomy_id"": ""CCN201908210"", ""_row"": ""Inh L2-4 VIP SPAG17"", ""is_leaf"": true}"
AllenDend:CS201908210_27	MTG 027 - CS201908210_27	Inh L1-4 VIP OPRM1 - CS201908210_27	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS201908210_104	Inh L1-4 VIP OPRM1		Inh L1-4 VIP OPRM1	Inh L1-4 VIP OPRM1	MTG 027			Trygve Bakken	10.1038/s41586-019-1506-7	"{""label"": ""Inh L1-4 VIP OPRM1"", ""members"": 1, ""height"": 0, ""leaf"": true, ""nodePar.pch"": 19, ""nodePar.cex"": 2, ""nodePar.lab.cex"": 0.25, ""nodePar.lab.col"": ""#9F219D"", ""nodePar.col"": ""#9F219D"", ""cell_set_accession"": ""CS201908210_27"", ""original_label"": ""Inh L1-4 VIP OPRM1"", ""cell_set_label"": ""MTG 027"", ""cell_set_preferred_alias"": ""Inh L1-4 VIP OPRM1"", ""cell_set_aligned_alias"": """", ""cell_set_additional_aliases"": """", ""cell_set_structure"": ""middle temporal gyrus"", ""cell_set_ontology_tag"": ""UBERON:0002771"", ""cell_set_alias_assignee"": ""Trygve Bakken"", ""cell_set_alias_citation"": ""10.1038/s41586-019-1506-7"", ""taxonomy_id"": ""CCN201908210"", ""_row"": ""Inh L1-4 VIP OPRM1"", ""is_leaf"": true}"
AllenDend:CS201908210_105	MTG 028-045 - CS201908210_105	LHX6 (MGE) - CS201908210_105	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS201908210_78	n30		LHX6 (MGE)	n30	MTG 028-045			Trygve Bakken	10.1038/s41586-019-1506-7	"{""members"": 18, ""midpoint"": 11, ""height"": 0.3492, ""label"": ""LHX6 (MGE)"", ""cell_set_accession"": ""CS201908210_105"", ""original_label"": ""n30"", ""cell_set_label"": ""MTG 028-045"", ""cell_set_preferred_alias"": ""LHX6 (MGE)"", ""cell_set_aligned_alias"": """", ""cell_set_additional_aliases"": """", ""cell_set_structure"": ""middle temporal gyrus"", ""cell_set_ontology_tag"": ""UBERON:0002771"", ""cell_set_alias_assignee"": ""Trygve Bakken"", ""cell_set_alias_citation"": ""10.1038/s41586-019-1506-7"", ""taxonomy_id"": ""CCN201908210"", ""_row"": ""n30""}"
AllenDend:CS201908210_106	MTG 028-044 - CS201908210_106	 - CS201908210_106	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS201908210_105	n31			n31	MTG 028-044			Trygve Bakken	10.1038/s41586-019-1506-7	"{""members"": 17, ""midpoint"": 5, ""height"": 0.3416, ""label"": """", ""cell_set_accession"": ""CS201908210_106"", ""original_label"": ""n31"", ""cell_set_label"": ""MTG 028-044"", ""cell_set_preferred_alias"": """", ""cell_set_aligned_alias"": """", ""cell_set_additional_aliases"": """", ""cell_set_structure"": ""middle temporal gyrus"", ""cell_set_ontology_tag"": ""UBERON:0002771"", ""cell_set_alias_assignee"": ""Trygve Bakken"", ""cell_set_alias_citation"": ""10.1038/s41586-019-1506-7"", ""taxonomy_id"": ""CCN201908210"", ""_row"": ""n31""}"
AllenDend:CS201908210_28	MTG 028 - CS201908210_28	Inh L3-6 SST NPY - CS201908210_28	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS201908210_106	Inh L3-6 SST NPY|Sst Chodl		Inh L3-6 SST NPY	Inh L3-6 SST NPY	MTG 028	Sst Chodl		Trygve Bakken	10.1038/s41586-019-1506-7	"{""members"": 1, ""height"": 0, ""label"": ""Inh L3-6 SST NPY"", ""leaf"": true, ""nodePar.pch"": 19, ""nodePar.cex"": 2, ""nodePar.lab.cex"": 0.25, ""nodePar.lab.col"": ""#FFDA50"", ""nodePar.col"": ""#FFDA50"", ""cell_set_accession"": ""CS201908210_28"", ""original_label"": ""Inh L3-6 SST NPY"", ""cell_set_label"": ""MTG 028"", ""cell_set_preferred_alias"": ""Inh L3-6 SST NPY"", ""cell_set_aligned_alias"": ""Sst Chodl"", ""cell_set_additional_aliases"": """", ""cell_set_structure"": ""middle temporal gyrus"", ""cell_set_ontology_tag"": ""UBERON:0002771"", ""cell_set_alias_assignee"": ""Trygve Bakken"", ""cell_set_alias_citation"": ""10.1038/s41586-019-1506-7"", ""taxonomy_id"": ""CCN201908210"", ""_row"": ""Inh L3-6 SST NPY"", ""is_leaf"": true}"
AllenDend:CS201908210_107	MTG 029-044 - CS201908210_107	 - CS201908210_107	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS201908210_106	n32			n32	MTG 029-044			Trygve Bakken	10.1038/s41586-019-1506-7	"{""members"": 16, ""midpoint"": 9, ""height"": 0.2758, ""label"": """", ""cell_set_accession"": ""CS201908210_107"", ""original_label"": ""n32"", ""cell_set_label"": ""MTG 029-044"", ""cell_set_preferred_alias"": """", ""cell_set_aligned_alias"": """", ""cell_set_additional_aliases"": """", ""cell_set_structure"": ""middle temporal gyrus"", ""cell_set_ontology_tag"": ""UBERON:0002771"", ""cell_set_alias_assignee"": ""Trygve Bakken"", ""cell_set_alias_citation"": ""10.1038/s41586-019-1506-7"", ""taxonomy_id"": ""CCN201908210"", ""_row"": ""n32""}"
AllenDend:CS201908210_108	MTG 029-038 - CS201908210_108	SST - CS201908210_108	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS201908210_107	n33|Sst		SST	n33	MTG 029-038	Sst		Trygve Bakken	10.1038/s41586-019-1506-7	"{""members"": 10, ""midpoint"": 6.7812, ""height"": 0.2247, ""label"": ""SST"", ""cell_set_accession"": ""CS201908210_108"", ""original_label"": ""n33"", ""cell_set_label"": ""MTG 029-038"", ""cell_set_preferred_alias"": ""SST"", ""cell_set_aligned_alias"": ""Sst"", ""cell_set_additional_aliases"": """", ""cell_set_structure"": ""middle temporal gyrus"", ""cell_set_ontology_tag"": ""UBERON:0002771"", ""cell_set_alias_assignee"": ""Trygve Bakken"", ""cell_set_alias_citation"": ""10.1038/s41586-019-1506-7"", ""taxonomy_id"": ""CCN201908210"", ""_row"": ""n33""}"
AllenDend:CS201908210_109	MTG 029-037 - CS201908210_109	 - CS201908210_109	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS201908210_108	n34			n34	MTG 029-037			Trygve Bakken	10.1038/s41586-019-1506-7	"{""members"": 9, ""midpoint"": 4.5625, ""height"": 0.1999, ""label"": """", ""cell_set_accession"": ""CS201908210_109"", ""original_label"": ""n34"", ""cell_set_label"": ""MTG 029-037"", ""cell_set_preferred_alias"": """", ""cell_set_aligned_alias"": """", ""cell_set_additional_aliases"": """", ""cell_set_structure"": ""middle temporal gyrus"", ""cell_set_ontology_tag"": ""UBERON:0002771"", ""cell_set_alias_assignee"": ""Trygve Bakken"", ""cell_set_alias_citation"": ""10.1038/s41586-019-1506-7"", ""taxonomy_id"": ""CCN201908210"", ""_row"": ""n34""}"
AllenDend:CS201908210_110	MTG 029-034 - CS201908210_110	 - CS201908210_110	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS201908210_109	n35			n35	MTG 029-034			Trygve Bakken	10.1038/s41586-019-1506-7	"{""members"": 6, ""midpoint"": 1.875, ""height"": 0.1763, ""label"": """", ""cell_set_accession"": ""CS201908210_110"", ""original_label"": ""n35"", ""cell_set_label"": ""MTG 029-034"", ""cell_set_preferred_alias"": """", ""cell_set_aligned_alias"": """", ""cell_set_additional_aliases"": """", ""cell_set_structure"": ""middle temporal gyrus"", ""cell_set_ontology_tag"": ""UBERON:0002771"", ""cell_set_alias_assignee"": ""Trygve Bakken"", ""cell_set_alias_citation"": ""10.1038/s41586-019-1506-7"", ""taxonomy_id"": ""CCN201908210"", ""_row"": ""n35""}"
AllenDend:CS201908210_29	MTG 029 - CS201908210_29	Inh L3-6 SST HPGD - CS201908210_29	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS201908210_110	Inh L3-6 SST HPGD		Inh L3-6 SST HPGD	Inh L3-6 SST HPGD	MTG 029			Trygve Bakken	10.1038/s41586-019-1506-7	"{""members"": 1, ""height"": 0, ""label"": ""Inh L3-6 SST HPGD"", ""leaf"": true, ""nodePar.pch"": 19, ""nodePar.cex"": 2, ""nodePar.lab.cex"": 0.25, ""nodePar.lab.col"": ""#D9C566"", ""nodePar.col"": ""#D9C566"", ""cell_set_accession"": ""CS201908210_29"", ""original_label"": ""Inh L3-6 SST HPGD"", ""cell_set_label"": ""MTG 029"", ""cell_set_preferred_alias"": ""Inh L3-6 SST HPGD"", ""cell_set_aligned_alias"": """", ""cell_set_additional_aliases"": """", ""cell_set_structure"": ""middle temporal gyrus"", ""cell_set_ontology_tag"": ""UBERON:0002771"", ""cell_set_alias_assignee"": ""Trygve Bakken"", ""cell_set_alias_citation"": ""10.1038/s41586-019-1506-7"", ""taxonomy_id"": ""CCN201908210"", ""_row"": ""Inh L3-6 SST HPGD"", ""is_leaf"": true}"
AllenDend:CS201908210_111	MTG 030-034 - CS201908210_111	 - CS201908210_111	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS201908210_110	n36			n36	MTG 030-034			Trygve Bakken	10.1038/s41586-019-1506-7	"{""members"": 5, ""midpoint"": 2.75, ""height"": 0.1529, ""label"": """", ""cell_set_accession"": ""CS201908210_111"", ""original_label"": ""n36"", ""cell_set_label"": ""MTG 030-034"", ""cell_set_preferred_alias"": """", ""cell_set_aligned_alias"": """", ""cell_set_additional_aliases"": """", ""cell_set_structure"": ""middle temporal gyrus"", ""cell_set_ontology_tag"": ""UBERON:0002771"", ""cell_set_alias_assignee"": ""Trygve Bakken"", ""cell_set_alias_citation"": ""10.1038/s41586-019-1506-7"", ""taxonomy_id"": ""CCN201908210"", ""_row"": ""n36""}"
AllenDend:CS201908210_112	MTG 030-033 - CS201908210_112	 - CS201908210_112	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS201908210_111	n37			n37	MTG 030-033			Trygve Bakken	10.1038/s41586-019-1506-7	"{""members"": 4, ""midpoint"": 1.5, ""height"": 0.1212, ""label"": """", ""cell_set_accession"": ""CS201908210_112"", ""original_label"": ""n37"", ""cell_set_label"": ""MTG 030-033"", ""cell_set_preferred_alias"": """", ""cell_set_aligned_alias"": """", ""cell_set_additional_aliases"": """", ""cell_set_structure"": ""middle temporal gyrus"", ""cell_set_ontology_tag"": ""UBERON:0002771"", ""cell_set_alias_assignee"": ""Trygve Bakken"", ""cell_set_alias_citation"": ""10.1038/s41586-019-1506-7"", ""taxonomy_id"": ""CCN201908210"", ""_row"": ""n37""}"
AllenDend:CS201908210_113	MTG 030-031 - CS201908210_113	 - CS201908210_113	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS201908210_112	n38			n38	MTG 030-031			Trygve Bakken	10.1038/s41586-019-1506-7	"{""members"": 2, ""midpoint"": 0.5, ""height"": 0.0809, ""label"": """", ""cell_set_accession"": ""CS201908210_113"", ""original_label"": ""n38"", ""cell_set_label"": ""MTG 030-031"", ""cell_set_preferred_alias"": """", ""cell_set_aligned_alias"": """", ""cell_set_additional_aliases"": """", ""cell_set_structure"": ""middle temporal gyrus"", ""cell_set_ontology_tag"": ""UBERON:0002771"", ""cell_set_alias_assignee"": ""Trygve Bakken"", ""cell_set_alias_citation"": ""10.1038/s41586-019-1506-7"", ""taxonomy_id"": ""CCN201908210"", ""_row"": ""n38""}"
AllenDend:CS201908210_30	MTG 030 - CS201908210_30	Inh L4-6 SST B3GAT2 - CS201908210_30	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS201908210_113	Inh L4-6 SST B3GAT2		Inh L4-6 SST B3GAT2	Inh L4-6 SST B3GAT2	MTG 030			Trygve Bakken	10.1038/s41586-019-1506-7	"{""label"": ""Inh L4-6 SST B3GAT2"", ""members"": 1, ""height"": 0, ""leaf"": true, ""nodePar.pch"": 19, ""nodePar.cex"": 2, ""nodePar.lab.cex"": 0.25, ""nodePar.lab.col"": ""#FFBB33"", ""nodePar.col"": ""#FFBB33"", ""cell_set_accession"": ""CS201908210_30"", ""original_label"": ""Inh L4-6 SST B3GAT2"", ""cell_set_label"": ""MTG 030"", ""cell_set_preferred_alias"": ""Inh L4-6 SST B3GAT2"", ""cell_set_aligned_alias"": """", ""cell_set_additional_aliases"": """", ""cell_set_structure"": ""middle temporal gyrus"", ""cell_set_ontology_tag"": ""UBERON:0002771"", ""cell_set_alias_assignee"": ""Trygve Bakken"", ""cell_set_alias_citation"": ""10.1038/s41586-019-1506-7"", ""taxonomy_id"": ""CCN201908210"", ""_row"": ""Inh L4-6 SST B3GAT2"", ""is_leaf"": true}"
AllenDend:CS201908210_31	MTG 031 - CS201908210_31	Inh L5-6 SST KLHDC8A - CS201908210_31	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS201908210_113	Inh L5-6 SST KLHDC8A		Inh L5-6 SST KLHDC8A	Inh L5-6 SST KLHDC8A	MTG 031			Trygve Bakken	10.1038/s41586-019-1506-7	"{""label"": ""Inh L5-6 SST KLHDC8A"", ""members"": 1, ""height"": 0, ""leaf"": true, ""nodePar.pch"": 19, ""nodePar.cex"": 2, ""nodePar.lab.cex"": 0.25, ""nodePar.lab.col"": ""#C11331"", ""nodePar.col"": ""#C11331"", ""cell_set_accession"": ""CS201908210_31"", ""original_label"": ""Inh L5-6 SST KLHDC8A"", ""cell_set_label"": ""MTG 031"", ""cell_set_preferred_alias"": ""Inh L5-6 SST KLHDC8A"", ""cell_set_aligned_alias"": """", ""cell_set_additional_aliases"": """", ""cell_set_structure"": ""middle temporal gyrus"", ""cell_set_ontology_tag"": ""UBERON:0002771"", ""cell_set_alias_assignee"": ""Trygve Bakken"", ""cell_set_alias_citation"": ""10.1038/s41586-019-1506-7"", ""taxonomy_id"": ""CCN201908210"", ""_row"": ""Inh L5-6 SST KLHDC8A"", ""is_leaf"": true}"
AllenDend:CS201908210_114	MTG 032-033 - CS201908210_114	 - CS201908210_114	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS201908210_112	n39			n39	MTG 032-033			Trygve Bakken	10.1038/s41586-019-1506-7	"{""members"": 2, ""midpoint"": 0.5, ""height"": 0.0808, ""label"": """", ""cell_set_accession"": ""CS201908210_114"", ""original_label"": ""n39"", ""cell_set_label"": ""MTG 032-033"", ""cell_set_preferred_alias"": """", ""cell_set_aligned_alias"": """", ""cell_set_additional_aliases"": """", ""cell_set_structure"": ""middle temporal gyrus"", ""cell_set_ontology_tag"": ""UBERON:0002771"", ""cell_set_alias_assignee"": ""Trygve Bakken"", ""cell_set_alias_citation"": ""10.1038/s41586-019-1506-7"", ""taxonomy_id"": ""CCN201908210"", ""_row"": ""n39""}"
AllenDend:CS201908210_32	MTG 032 - CS201908210_32	Inh L5-6 SST NPM1P10 - CS201908210_32	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS201908210_114	Inh L5-6 SST NPM1P10		Inh L5-6 SST NPM1P10	Inh L5-6 SST NPM1P10	MTG 032			Trygve Bakken	10.1038/s41586-019-1506-7	"{""label"": ""Inh L5-6 SST NPM1P10"", ""members"": 1, ""height"": 0, ""leaf"": true, ""nodePar.pch"": 19, ""nodePar.cex"": 2, ""nodePar.lab.cex"": 0.25, ""nodePar.lab.col"": ""#BF8219"", ""nodePar.col"": ""#BF8219"", ""cell_set_accession"": ""CS201908210_32"", ""original_label"": ""Inh L5-6 SST NPM1P10"", ""cell_set_label"": ""MTG 032"", ""cell_set_preferred_alias"": ""Inh L5-6 SST NPM1P10"", ""cell_set_aligned_alias"": """", ""cell_set_additional_aliases"": """", ""cell_set_structure"": ""middle temporal gyrus"", ""cell_set_ontology_tag"": ""UBERON:0002771"", ""cell_set_alias_assignee"": ""Trygve Bakken"", ""cell_set_alias_citation"": ""10.1038/s41586-019-1506-7"", ""taxonomy_id"": ""CCN201908210"", ""_row"": ""Inh L5-6 SST NPM1P10"", ""is_leaf"": true}"
AllenDend:CS201908210_33	MTG 033 - CS201908210_33	Inh L4-6 SST GXYLT2 - CS201908210_33	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS201908210_114	Inh L4-6 SST GXYLT2		Inh L4-6 SST GXYLT2	Inh L4-6 SST GXYLT2	MTG 033			Trygve Bakken	10.1038/s41586-019-1506-7	"{""label"": ""Inh L4-6 SST GXYLT2"", ""members"": 1, ""height"": 0, ""leaf"": true, ""nodePar.pch"": 19, ""nodePar.cex"": 2, ""nodePar.lab.cex"": 0.25, ""nodePar.lab.col"": ""#802600"", ""nodePar.col"": ""#802600"", ""cell_set_accession"": ""CS201908210_33"", ""original_label"": ""Inh L4-6 SST GXYLT2"", ""cell_set_label"": ""MTG 033"", ""cell_set_preferred_alias"": ""Inh L4-6 SST GXYLT2"", ""cell_set_aligned_alias"": """", ""cell_set_additional_aliases"": """", ""cell_set_structure"": ""middle temporal gyrus"", ""cell_set_ontology_tag"": ""UBERON:0002771"", ""cell_set_alias_assignee"": ""Trygve Bakken"", ""cell_set_alias_citation"": ""10.1038/s41586-019-1506-7"", ""taxonomy_id"": ""CCN201908210"", ""_row"": ""Inh L4-6 SST GXYLT2"", ""is_leaf"": true}"
AllenDend:CS201908210_34	MTG 034 - CS201908210_34	Inh L4-5 SST STK32A - CS201908210_34	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS201908210_111	Inh L4-5 SST STK32A		Inh L4-5 SST STK32A	Inh L4-5 SST STK32A	MTG 034			Trygve Bakken	10.1038/s41586-019-1506-7	"{""members"": 1, ""height"": 0, ""label"": ""Inh L4-5 SST STK32A"", ""leaf"": true, ""nodePar.pch"": 19, ""nodePar.cex"": 2, ""nodePar.lab.cex"": 0.25, ""nodePar.lab.col"": ""#806B19"", ""nodePar.col"": ""#806B19"", ""cell_set_accession"": ""CS201908210_34"", ""original_label"": ""Inh L4-5 SST STK32A"", ""cell_set_label"": ""MTG 034"", ""cell_set_preferred_alias"": ""Inh L4-5 SST STK32A"", ""cell_set_aligned_alias"": """", ""cell_set_additional_aliases"": """", ""cell_set_structure"": ""middle temporal gyrus"", ""cell_set_ontology_tag"": ""UBERON:0002771"", ""cell_set_alias_assignee"": ""Trygve Bakken"", ""cell_set_alias_citation"": ""10.1038/s41586-019-1506-7"", ""taxonomy_id"": ""CCN201908210"", ""_row"": ""Inh L4-5 SST STK32A"", ""is_leaf"": true}"
AllenDend:CS201908210_115	MTG 035-037 - CS201908210_115	 - CS201908210_115	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS201908210_109	n40			n40	MTG 035-037			Trygve Bakken	10.1038/s41586-019-1506-7	"{""members"": 3, ""midpoint"": 1.25, ""height"": 0.1467, ""label"": """", ""cell_set_accession"": ""CS201908210_115"", ""original_label"": ""n40"", ""cell_set_label"": ""MTG 035-037"", ""cell_set_preferred_alias"": """", ""cell_set_aligned_alias"": """", ""cell_set_additional_aliases"": """", ""cell_set_structure"": ""middle temporal gyrus"", ""cell_set_ontology_tag"": ""UBERON:0002771"", ""cell_set_alias_assignee"": ""Trygve Bakken"", ""cell_set_alias_citation"": ""10.1038/s41586-019-1506-7"", ""taxonomy_id"": ""CCN201908210"", ""_row"": ""n40""}"
AllenDend:CS201908210_116	MTG 035-036 - CS201908210_116	 - CS201908210_116	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS201908210_115	n41			n41	MTG 035-036			Trygve Bakken	10.1038/s41586-019-1506-7	"{""members"": 2, ""midpoint"": 0.5, ""height"": 0.0991, ""label"": """", ""cell_set_accession"": ""CS201908210_116"", ""original_label"": ""n41"", ""cell_set_label"": ""MTG 035-036"", ""cell_set_preferred_alias"": """", ""cell_set_aligned_alias"": """", ""cell_set_additional_aliases"": """", ""cell_set_structure"": ""middle temporal gyrus"", ""cell_set_ontology_tag"": ""UBERON:0002771"", ""cell_set_alias_assignee"": ""Trygve Bakken"", ""cell_set_alias_citation"": ""10.1038/s41586-019-1506-7"", ""taxonomy_id"": ""CCN201908210"", ""_row"": ""n41""}"
AllenDend:CS201908210_35	MTG 035 - CS201908210_35	Inh L1-3 SST CALB1 - CS201908210_35	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS201908210_116	Inh L1-3 SST CALB1		Inh L1-3 SST CALB1	Inh L1-3 SST CALB1	MTG 035			Trygve Bakken	10.1038/s41586-019-1506-7	"{""label"": ""Inh L1-3 SST CALB1"", ""members"": 1, ""height"": 0, ""leaf"": true, ""nodePar.pch"": 19, ""nodePar.cex"": 2, ""nodePar.lab.cex"": 0.25, ""nodePar.lab.col"": ""#BF480D"", ""nodePar.col"": ""#BF480D"", ""cell_set_accession"": ""CS201908210_35"", ""original_label"": ""Inh L1-3 SST CALB1"", ""cell_set_label"": ""MTG 035"", ""cell_set_preferred_alias"": ""Inh L1-3 SST CALB1"", ""cell_set_aligned_alias"": """", ""cell_set_additional_aliases"": """", ""cell_set_structure"": ""middle temporal gyrus"", ""cell_set_ontology_tag"": ""UBERON:0002771"", ""cell_set_alias_assignee"": ""Trygve Bakken"", ""cell_set_alias_citation"": ""10.1038/s41586-019-1506-7"", ""taxonomy_id"": ""CCN201908210"", ""_row"": ""Inh L1-3 SST CALB1"", ""is_leaf"": true}"
AllenDend:CS201908210_36	MTG 036 - CS201908210_36	Inh L3-5 SST ADGRG6 - CS201908210_36	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS201908210_116	Inh L3-5 SST ADGRG6		Inh L3-5 SST ADGRG6	Inh L3-5 SST ADGRG6	MTG 036			Trygve Bakken	10.1038/s41586-019-1506-7	"{""label"": ""Inh L3-5 SST ADGRG6"", ""members"": 1, ""height"": 0, ""leaf"": true, ""nodePar.pch"": 19, ""nodePar.cex"": 2, ""nodePar.lab.cex"": 0.25, ""nodePar.lab.col"": ""#804811"", ""nodePar.col"": ""#804811"", ""cell_set_accession"": ""CS201908210_36"", ""original_label"": ""Inh L3-5 SST ADGRG6"", ""cell_set_label"": ""MTG 036"", ""cell_set_preferred_alias"": ""Inh L3-5 SST ADGRG6"", ""cell_set_aligned_alias"": """", ""cell_set_additional_aliases"": """", ""cell_set_structure"": ""middle temporal gyrus"", ""cell_set_ontology_tag"": ""UBERON:0002771"", ""cell_set_alias_assignee"": ""Trygve Bakken"", ""cell_set_alias_citation"": ""10.1038/s41586-019-1506-7"", ""taxonomy_id"": ""CCN201908210"", ""_row"": ""Inh L3-5 SST ADGRG6"", ""is_leaf"": true}"
AllenDend:CS201908210_37	MTG 037 - CS201908210_37	Inh L2-4 SST FRZB - CS201908210_37	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS201908210_115	Inh L2-4 SST FRZB		Inh L2-4 SST FRZB	Inh L2-4 SST FRZB	MTG 037			Trygve Bakken	10.1038/s41586-019-1506-7	"{""members"": 1, ""height"": 0, ""label"": ""Inh L2-4 SST FRZB"", ""leaf"": true, ""nodePar.pch"": 19, ""nodePar.cex"": 2, ""nodePar.lab.cex"": 0.25, ""nodePar.lab.col"": ""#FF554D"", ""nodePar.col"": ""#FF554D"", ""cell_set_accession"": ""CS201908210_37"", ""original_label"": ""Inh L2-4 SST FRZB"", ""cell_set_label"": ""MTG 037"", ""cell_set_preferred_alias"": ""Inh L2-4 SST FRZB"", ""cell_set_aligned_alias"": """", ""cell_set_additional_aliases"": """", ""cell_set_structure"": ""middle temporal gyrus"", ""cell_set_ontology_tag"": ""UBERON:0002771"", ""cell_set_alias_assignee"": ""Trygve Bakken"", ""cell_set_alias_citation"": ""10.1038/s41586-019-1506-7"", ""taxonomy_id"": ""CCN201908210"", ""_row"": ""Inh L2-4 SST FRZB"", ""is_leaf"": true}"
